,6,7,9,11,14,17
magnetization,0.2074303768504974,0.20288869367097356,0.19941577423233553,0.19445132660830078,0.19101449595467776,0.18831814306183395
heat capacity,2.9665195999001743,3.4746181819470063,4.004004274912296,4.632386262787547,5.330555137997011,6.35352166296941
susceptibility,0.07932759511665911,0.11182189671901832,0.1661570945806497,0.24129676470556174,0.35769303788920953,0.5130378004449168
