,6,7,9,11,14,17
magnetization,0.20764849288188325,0.20263625186769998,0.19618817774842315,0.19403412332871195,0.19066714086836292,0.18841583367491316
heat capacity,2.9669929763082945,3.5161978858925527,4.385739280977552,4.753237941531109,5.731895034501088,6.116528944024602
susceptibility,0.07857904033904209,0.11333282751154627,0.18648895869609491,0.2532019936713033,0.38437212269408216,0.4949838813866186
