,6,7,9,11,14,17
magnetization,0.20557932112455174,0.2031565937405323,0.19928079638313229,0.1942808882485453,0.191349991215275,0.1882030862813301
heat capacity,109.86448399313427,172.1672451976008,332.3365822048332,572.0804768056537,1047.0595106333103,1812.6370587660888
susceptibility,0.08584642254589113,0.1106569918592748,0.17035047912161924,0.24752424943463297,0.3573027353685261,0.5066175516840514
